Teks_Aspirasi,Biro / Unit
kantin gedung makanannya kurang enak dan menarik masih lebih menarik dan enak kantin makanannya,kantin
puskom gedung kurang banyak ruangannya apabila sangat membutuhkan isi hanya orang santai,puskom
parkir luas,ukk
ruangan kelas sekarang sudah adil karena ada cctv,ukk
aman satpam,ukk
beberapa kurang bersih toiletnya,uppk
meja kelas terlalu kecil,uppk
lebih aman untuk mahasiswa yang berobat di sana karena dekat khusus anak kos,poliklinik
jelas dan detail tentang penilaian skkk,baka
kadang lentera tidak bisa dibuka error,baak
luas bebas wifi bisa santai-santai dan bisa tidur,perpustakaan
pengelolaan sekarang sudah berubah bersih dan gerak cepat gerak cepat,kantin
satpam baik dan ramah,ukk
harga makanan kantin terlalu mahal,kantin
kantin agak pengap,kantin
internet kurang cepat,puskom
tempat yang bersih dan rapi disertai dengan fasilitas komputer yang dimiliki juga lengkap bagus,puskom
pelayanan pegawai puskom yang ramah,puskom
pengawasan yang ada bagus,ukk
tempat parkir mencukupi tetapi kurang bersih,ukk
pelayanan obat yang cepat dan bagus,poliklinik
memberikan pelayanan terbaik dengan memerhatikan orang yang sakit dengan baik,poliklinik
fasilitas kesehatan yang ada bagus layak,poliklinik
pelayanan baak ramah dan cepat namun kadang slow respon di dalam sosial media,baak
ada beberapa yang kurang higienis,kantin
banyak jenisnya harga terjangkau bagi mahasiswa,kantin
fasilitas print sudah cukup baik,puskom
saat menjadi panitia meminjam ruang cukup susah,uppk
parkir di anta kurang aman perlu cctv,ukk
pelayanan saat mengikuti pkm cukup lambat informasinya,baka
skkk keluarnya terlalu lama,baka
kantin terlalu panas,kantin
buku sudah cukup lengkap,perpustakaan
tempat parkir yang terlalu jauh dan shuttle tidak banyak,ukk
banyak virus dan spek yang kurang mendukung untuk programnya yang berat,puskom
terkadang mengurus skkk sangat susah dan pengurusnya tidak peduli,baka
tempat buku kurang jelas dan kurang tertata,perpustakaan
makanan kantin jenis makanan kurang,kantin
komputer pada puskom dan lemot dan banyak virusnya kalau bisa tolong diupgrade peralatannya,puskom
untuk sekarang pelayanan ukk sangat berguna mengawasi dan petugasnya baik,ukk
kurang cepat dalam menangani pasien,poliklinik
obat yang diberikan benar dan gratis,poliklinik
kadang petugas istirahat sebelum sesudah waktu istirahat jadi jika ingin mengurus sesuatu agak lama,baka
situs perpustakaan sudah bagus tapi antarmuka user antarmukanya mungkin bisa lebih diperbaiki agar user lebih mudah mengerti,perpustakaan
tempat membacanya nyaman,perpustakaan
kantin jenis pilihan makanannya kurang kantin hanya beberapa saja yang enak kantin yang terbaik,kantin
wifi di petra di area gedung sering tiba-tiba putus sambungannya atau tidak bisa digunakan,puskom
shuttle gedung kadang tidak ada ditunggu sangat lama tapi tidak ada meskipun masih jam kerja,ukk
pelayanan untuk proses pembuatan ktm sudah baik dan cukup mudah,baak
terkadang ada buku yang di katalog tertulis ada tersedia tetapi saat dicari tidak ada,perpustakaan
makanan di kantin kurang enak tapi untuk pelayanan di setiap kantin sudah cukup baik,kantin
layanan puskom sudah baik wifi tiap gedung masih ada yang bermasalah,puskom
kalau bisa proses persetujuan peminjaman ruangan bisa lebih cepat,uppk
ukk lebih tanggap dan koordinasi dengan satpam lebih diperjelas,ukk
poliklinik jauh dan diujung,poliklinik
perpustakaan sudah baik kalau bisa koleksinya ditambah,perpustakaan
layanan baka sudah baik kalau bisa semua format proposal rencana anggaran dan lpj semua lembaga kemahasiswaan disamakan,baka
kantin kalau bisa ada yang salah satu buka sampai sore,kantin
pelayanan sudah baik dengan memberi fasilitas mahasiswa berupa fotokopi dan lainnya,puskom
pelayanan sudah baik peminjaman barang ruangan mudah dan lancar,uppk
layanan parkir dan keamanan sudah cukup baik meskipun sering tidak cukup parkirannya,ukk
pelayanan pengurusan ktm cepat dan mudah,baak
perpustakaan sangat baik dan lengkap koleksi bukunya,perpustakaan
kantin sudah punya banyak variasi menu mungkin untuk kantin ditambah menunya,kantin
pelayanan cepat dan ramah wifi terkadang sulit untuk diraih tidak bisa terkoneksi,puskom
shuttle kalau jam ke atas sudah tidak ada padahal kelas masih ada,ukk
tempat parkir luas tiket kalau habis lama mengurusnya jadi buat macet,ukk
agak membingungkan sistem pelayanannya ribet tempatnya dibelakang jadi jarang ada yang tahu,poliklinik
tempat dingin bean bag bau ramah stafnya lokernya banyak tapi ada yang terlalu kecil barcode scan agak sulit untuk digunakan,perpustakaan
kantin sudah banyak pilihan tapi kantin tidak enak kalau hujan besar kena basahnya,kantin
fasilitas puskom sudah sangat baik hanya saja ada jam tertentu yang membuat mahasiswa tidak bisa gunakan,puskom
pelayanan dokter sudah sangat baik hanya saja kadang mengantre cukup lama bersama warga siwalankerto,poliklinik
sudah baik namun ada beberapa orang petugas yang tidak ramah dalam memberikan pelayanan,baka
ada dokter kadang asal dalam mendiagnosa hanya lihat pasien dari jarak meter minim komen pertanyaan tapi lupa nama,poliklinik
permintaan pengajuan skkk sangat lambat permintaan mei baru keluar feb itupun masih salah,baka
proses skkk tidak didahulukan yang mengumpulkan dahulu,baka
kantin harga makanannya mahal dan kualitasnya dengan,kantin
internet universitas kristen petra gedung tidak bisa konek di ponsel,puskom
skkk keluar cenderung lama,baka
sistem pinjam meminjam buku efektif,perpustakaan
kantin kotor ada sarang burung dan banyak kotoran burung,kantin
ruang laptop di puskom gedung tempatnya kurang luas untuk lewat agak berdesakan,puskom
peminjaman barang dan ruangan cepat,uppk
penjaga tempat parkir motor di gedung terkadang hanya orang,ukk
skkk terkadang lambat dikeluarkan,baka
informasi akademik yang diberikan cukup jelas sehingga pelayanan cukup cepat,baak
jika perpustakaan cukup ramai tas sering habis,perpustakaan
hasil cucian sendok garpu kurang bersih,kantin
untuk puskom di gedung untuk ruangan laptop terlalu sempit,puskom
peminjaman ruangan mudah dan cepat,uppk
untuk layanan parkir mobil di gedung cuma dijaga oleh orang seharusnya dua orang agar dapat dibagi untuk kendaraan masuk dan keluar,ukk
untuk pelayanan poliklinik cepat dan obat yang diberikan cukup ampuh,poliklinik
skkk terkadang lambat keluar,baka
informasi seputar data akademik yang diberikan jelas layanan bagus,baak
tas perpustakaan cepat habis jika ramai,perpustakaan
hasil cucian seperti sendok maupun piring ada yang kurang bersih,kantin
mudah untuk seluruh mahasiswa mendapatkan beasiswa tidak dipersulit sama sekali,baka
jika masuk puskom tas tidak perlu ditaruh loker,puskom
sudah baik perlu ditambah tempat untuk ruang laptop,puskom
parkiran motor kurang nyaman,ukk
ht untuk dipinjam kurang,uppk
untuk kantin harga terlalu mahal tidak sebanding dengan kantin lainnya,kantin
ada beberapa meja kelas yang rusak,uppk
sudah baik jika ktm hilang pembuatan cepat,baak
buku tertata dengan baik jadi mencari buku bisa mudah,perpustakaan
wifinya kadang lemot tolong diperbaiki,puskom
diperbanyak lagi fasilitasnya seperti ht,uppk
lebih diperketat lagi dalam penjagaan tempat parkir,ukk
layanannya sudah baik dalam penggunaan aplikasi yang berada di sim,baak
layanan ini sudah sangat baik terutama pada layanan kehilangan ktm,baak
kalau bisa di perpustakaan diperbolehkan membawa minuman dan makanan ringan serta tingkatkan kebersihannya,perpustakaan
cuaca di siang hari terkadang masih panas jadi minta tolong agar diperbanyak lagi kipas anginnya,kantin
wifi jarang konek karena lemot,puskom
galonnya diisi ulang cepat karena sering habis,uppk
toilet gedung lantai sering kotor,uppk
lift gedung suka error,uppk
parkiran mobil dan buat mahasiswa karena dosennya kan tidak terlalu banyak,ukk
dulu saat sma daftar di sim data saya salah dan tertukar dengan orang lain,baak
di mahal murah mantap,kantin
wifi lemot ditingkatkan lagi kualitas kecepatan wifi,puskom
service pinjam ruang ditingkatkan,uppk
lapangan parkir diperluas lagi,ukk
layanan skkk diberitahu dengan tepat,baka
tempatnya nyaman enak dibuat istirahat,perpustakaan
kualitas makanan sama namun kadang ada yang lebih mahal,kantin
fasilitas print yang dibutuhkan di gedung fakultas teknik dan desain tidak tersedia,puskom
komputernya jadul,puskom
parkir selain tidak ada loket atau portalnya,ukk
buka apotek-apotek di gedung-gedung,poliklinik
pengecekan proposal kurang teliti sehingga terjadi kesalahan di tengah kegiatan karena dianggap sudah lulus pengecekan oleh baka,baka
lebih baik ada sistem antrean daring,baak
koleksi buku selalu update,perpustakaan
makanan di kantin kurang bervariasi dan kurang bergizi,kantin
puskom tidak ada print kertas,puskom
parkirnya lebih baik ditulis jalur arah,ukk
parkir boleh untuk mahasiswa,ukk
sebaiknya disediakan apotek,poliklinik
pelayanannya sudah baik karena ada situs yang mendukung proses pembuatan skkk dll,baka
pelayanan sudah baik tetapi kurang cepat dalam pembuatan ktm,baak
lebih baik lagi jika ada sistem antrean daring yang membantu menghemat waktu,baak
sudah memadai karena dilengkapi wifi dan lesehan,perpustakaan
memperbanyak fast food,kantin
makanan di kantin kurang bervariasi,kantin
komputer sudah jadul,puskom
parkiran gedung bisa digunakan untuk mahasiswa,ukk
untuk mengantisipasi keadaan darurat seharusnya poliklinik terdapat pada tiap bangunan,poliklinik
diperlukan pengecekan proposal yang lebih cepat,baka
diperlukan antrean daring di baak,baak
sebaiknya stok buku diperbanyak untuk buku yang direkomendasi dosen,perpustakaan
layanan peminjaman buku cepat tanggap,perpustakaan
makanan kantin mempunyai kualitas yang baik namun tempat duduknya kurang,kantin
pelayanan di puskom sudah cukup memuaskan hanya saja jaringan internet terkadang terasa lambat,puskom
fasilitas parkir di kampus universitas kristen petra bisa ditingkatkan lagi sehingga tidak kesulitan ketika akan parkir,ukk
fasilitas poliklinik jarang dimanfaatkan oleh mahasiswa karena kurangnya publikasi,poliklinik
terlalu lama dalam mengeluarkan poin skkk,baka
pelayanan di baak sudah sangat baik prosedur dan tata kerjanya sudah sesuai aturan,baak
terlalu ribet ketika akan memasuki perpustakaan harus gunakan ktm dan barang-barang ditaruh di loker,perpustakaan
kantin terlalu panas dan makanannya kurang enak,kantin
perlu adanya peningkatan kualitas komputer yang lebih kuat,puskom
diusahakan adanya printer,puskom
perlu ada prosedur peminjaman yang jelas,uppk
peminjaman bisa melalui digital baik ruangan maupun barang,uppk
untuk parkiran perlu dipasangkan penunjuk jalan,ukk
perlu ada apotek kecil,poliklinik
baka sudah memadai karena adanya situs,baka
layanan baak perlu dibuat antrean yang bersifat daring,baak
perlu adanya wifi yang lebih cepat,puskom
perlu disediakan makanan fast food agar bisa cepat saji,kantin
nyaman untuk digunakan komputer,puskom
terkadang ketika sudah memilih komputer yang ingin digunakan saat masuk ternyata ada yang sudah digunakan jadi seperti tidak terdeteksi di komputer,puskom
toiletnya kadang tidak ada sabunnya untuk cuci tangan,uppk
kadang lcdnya di kelas tidak bisa digunakan,uppk
parkirnya sudah bagus cuma untuk gedung perlu ditambah untuk mobil-mobil,ukk
parkirnya jangan jauh-jauh harus dekat petra saja agar mahasiswa tidak capek jalan,ukk
poliklinik perlu ditambahkan cabang di berbagai gedung agar mudah diakses,poliklinik
saat mengurus data akademik untuk pindah jurusan dipikir semuanya sudah selesai ternyata ada yang belum selesai,baak
tempatnya nyaman terkadang mau digunakan belajar ada yang gunakan pacaran,perpustakaan
harganya mahal,kantin
ruangannya tempat duduk meja kurang,kantin
penjaga puskom sudah memberi pelayanan dengan baik,puskom
komputer yang digunakan tidak pernah bermasalah,puskom
proyektor dalam kelas kerap kali tidak berfungsi tetapi langsung ditindak dengan baik,uppk
pengawasan dan pengamanan kampus saya rasa sejauh ini cukup baik,ukk
pelayanan di poliklinik cukup baik dan membantu mahasiswa yang sakit,poliklinik
pelayanan di baka cukup baik namun kadang ada pegawai staf yang kurang ramah dalam melayani,baka
sim kadang sangat susah untuk diakses jika saat penting dan sangat butuh untuk mengakses sim mahasiswa akan merasa kesulitan jika begitu,baak
pelayanan di perpustakaan sudah sangat bagus dan membantu,perpustakaan
pelayanan di kantin cukup baik namun di kantin ada beberapa meja yang dihilangkan menurut saya hal itu membuat beberapa mahasiswa sulit mendapat tempat duduk,kantin
ada beberapa mpw puskom yang kurang ramah terhadap mahasiswa,puskom
komputer terkadang bermasalah ketika digunakan,puskom
kondisi barang kurang lengkap dan banyak kondisi barang yang tidak terjaga,uppk
parkiran di gedung tidak teratur,ukk
lahan parkir banyak yang tidak dirawat,ukk
ditambah lagi poliklinik di gedung agar mahasiswa gedung dan tidak terlalu jauh,poliklinik
skkk keluar sangat lama dan ada skkk yang salah input,baka
sim sering error,baak
lentera terkadang susah login,baak
tempat penyimpanan perlu ditambah,perpustakaan
banyak buku yang rusak setelah digunakan,perpustakaan
jumlah kurang banyak pada stan makanan dan tempat duduk juga kurang memadai,kantin
puskom aplikasinya kurang lengkap,puskom
lampu di gedung lantai kurang terang colokan atau stop kontak di gedung juga kurang banyak,uppk
poliklinik dibuat cabang di gedung atau,poliklinik
makanan di kantin lebih banyak yang enak dibanding kantin gedung lain,kantin
layanan internet kurang cepat kurang banyak,puskom
kadang internet tidak bisa terhubung di gedung,puskom
ruang kelas di gedung sangat panas karena ac tidak berfungsi ppt di proyektor kadang tidak jalan atau rusak,uppk
parkirannya tidak ada sangat jauh kalau harus di anta,ukk
shuttle kurang banyak dan terlalu lama tunggu shuttle datang sangat antre,ukk
jauh jika mau ke poliklinik harusnya ada di tiap gedung,poliklinik
makanannya kurang bervariasi sehingga bosan juga kurang tempat duduk panas,kantin
namun dalam penyediaan koneksi internet masih sangat kurang terutama jika di dalam kelas,puskom
pelayanan di puskom dalam hal sarana dan prasarana sudah cukup memuaskan,puskom
memuaskan dalam melaksanakan tugasnya para petugas uppk sangat profesional dan sangat membantu,uppk
layanan parkir cukup bagus namun dalam pengamanan di parkir terlalu berlebihan saya pernah menunggu di dalam mobil dan sedang mau parkir namun petugas terkesan mengusir padahal mobil saya sudah sangat minggir dan tidak saya tinggal,ukk
kurangnya media publikasi membuat poliklinik jarang dimanfaatkan padahal mungkin ada yang membutuhkan namun poliklinik jarang diingat,poliklinik
dalam mengeluarkan poin skkk sangat lama dan terkadang ada skkk yang jika tidak diingatkan ditagih maka tidak keluar,baka
sangat memuaskan dalam pelayanan ktm hilang walaupun dalam prosesnya agak ribet karena harus ke sana kemari,baak
pelayanannya cukup bagus untuk perpustakaan namun saran saya diperbanyak info-info agar mahasiswa semakin minat membaca buku-buku yang ada di dalam perpustakaan,perpustakaan
secara keseluruhan menurut saya kantin di universitas kristen petra kurang memiliki ventilasi yang memadai dan kurang baik dalam pemeliharaan furniturnya,kantin
posisi keyboard dan mouse kurang sesuai,puskom
adanya sistem jam di puskom membuat kadang harus tergesa gesa,puskom
kelas banyak yang panas di gedung terutama kabel proyektor di kelas banyak yang kurang,uppk
parkiran kurang luas,ukk
lahan parkir anta di bagian pasir kadang kurang nyaman,ukk
membuat ktm lama,baak
kadang terlalu ramai di perpustakaan,perpustakaan
yang menjaga perpustakaan kurang senyum,perpustakaan
kantin panas kurang kipas angin,kantin
pelayanan sangat bagus orang-orang yang menjaga puskom ramah,puskom
fasilitas komputer memadai,puskom
toilet di kurang bersih,uppk
kelas di gedung acnya kurang dingin,uppk
parkir di kurang banyak anak fakultas ekonomi jumlahnya banyak padahal,ukk
lokasi poliklinik kurang strategis sehingga sulit ditemukan,poliklinik
kurangnya publikasi dari poliklinik sehingga tidak begitu dikenal mahasiswa,poliklinik
pelayanan sangat informatif dan detail sehingga membantu kelancaran edukasi mahasiswa,baka
layanan sangat bagus server sim atau lentera tidak ada yang error,baak
buku-buku kurang menarik mahasiswa perbanyak novel yang masa kini,perpustakaan
pelayanan kurang ramah dan ac sangat dingin,perpustakaan
kantin panas mungkin bisa ditambahi ac,kantin
penyediaan wifi sangat membantu kegiatan mahasiswa,puskom
beberapa semprotan di toilet kj gedung rusak kadang tidak berfungsi,uppk
saat hujan air masuk di kj gedung hingga sangat licin dan sedikit becek,uppk
parkiran perlu ditambah cctv agar lebih aman,ukk
poliklinik sangat membantu dalam hal kesehatan mahasiswa,poliklinik
layanan baak sangat membantu mahasiswa karena pernah kehilangan ktm dan mudah untuk mengurus kembali,baak
dingin nyaman bacaan lengkap disertai internet dan stop kontak,perpustakaan
panas dan mahasiswa sering buang sampah meninggalkan sisa makanan di meja makan,kantin
internet kadang masih suka lemot,puskom
toilet kurang bersih toilet kj,uppk
parkiran sudah cukup bagus mungkin lebih tingkatkan keamanan parkiran,ukk
sudah tanggap dan pelayanan baik di poli umum,poliklinik
pelayanan di puskom ramah dan tanggap,puskom
fasilitas toilet bau dan kotor,uppk
ac di ruang kelas ada yang tidak berfungsi dengan maksimal,uppk
parkiran masih kurang nyaman baik anta maupun gedung,ukk
fasilitas pelayanannya tanggap dalam hal urusan obat,poliklinik
fasilitas skkk dan beasiswa sudah memuaskan,baka
lentera sering mengalami bermasalah atau error,baak
pembuatan ktm terlalu ribet,baak
makanan di kantin terlalu mahal,kantin
wifinya lemot di gedung terkhusus di lantai,puskom
mahasiswa yang berada di puskom tidak menjaga ketenangan,puskom
banyak gangguan pada pemasangan proyektor saat dosen mengajar di kelas lantai gedung,uppk
penanganan parkir sangat bagus dan para petugasnya bekerja dengan baik,ukk
sangat membantu kesehatan para mahasiswa,poliklinik
petugasnya ramah dan peduli dengan keluhan sakit mahasiswa,poliklinik
sangat bagus pelayanannya dan memedulikan kebutuhan para mahasiswa dalam hal layanan beasiswa,baka
buku bukunya berkualitas,perpustakaan
petugas perpustakaan melayani dengan baik,perpustakaan
lebih diperbanyak buku tentang pendidikan guru,perpustakaan
petugas kantin ramah,kantin
pelayanannya sangat bagus dan sangat membantu karena para pegawai puskom sangat antusias memberikan pelayanan,puskom
tidak perlu menunggu waktu yang lama untuk mengakses informasi melalui fasilitas komputer di puskom,puskom
kurang pengharum ruangan toilet,uppk
para pegawainya cleaning service cekatan,uppk
pengawasan kampus sudah bagus aman dan juga rapi,ukk
ketersediaan kebutuhan obat yang cukup,poliklinik
pegawainya poli kurang senyum,poliklinik
pelayanannya oleh dokter sudah cukup bagus dan baik,poliklinik
untuk saat ini dan juga selama ini pelayanannya sangat baik dan semoga kedepannya bisa ditingkatkan perbanyak beasiswa,baka
layanan informasi akademik sudah bagus baik dan mudah untuk melakukan hal-hal yang berkaitan dengan bidang akademik,baak
enak makanan,kantin
ketersediaan penjualan yang kurang seperti tisu basah,kantin
biaya print di kampus mahal,puskom
ht kadang bermasalah atau bermasalah,uppk
kurang detail dalam memeriksa kondisi pasien,poliklinik
skkk keluar lambat dan kadang poin salah,baka
tata letak buku di rak dan di katalog kadang beda,perpustakaan
minuman kurang bervariasi cuma stan,kantin
variasi makanan enak di kantin kurang,kantin
kecepatan wifi masih kurang,puskom
biaya print di puskom mahal,puskom
parkiran area atm kurang tertata dengan baik,ukk
dokter terkesan tidak niat karena kurang detail saat memeriksa pasien,poliklinik
proses pengajuan skkk lama,baka
kesulitan mencari jurnal daring,perpustakaan
menu makanan kantin kurang bervariasi,kantin
aplikasi di setiap komputer tidak lengkap,puskom
lampu universitas kristen petra di gedung kadang tidak menyala satu huruf,uppk
poliklinik dapat membuka cabang di gedung,poliklinik
pelayanan skkk kadang lambat,baka
layanan kehilangan ktm cepat terselesaikan,baak
makanan di kantin membosankan kurang berinovasi,kantin
pelayanan sudah cukup cepat dan mampu menanggapi pertanyaan berkaitan dengan urusan komputer dengan baik,puskom
menyediakan fasilitas dengan baik serta mengganti fasilitas yang sudah rusak,uppk
parkir motor kurang diatur dengan baik pelayanan lebih baik tahun sebelumnya,ukk
pelayanannya di poliklinik terkadang membutuhkan waktu cukup lama,poliklinik
beasiswa kurang diberikan secara adil,baka
mampu membantu perubahan data dengan cepat contohnya biodata mahasiswa di sim,baak
buku yang disediakan kurang banyak untuk beberapa jurusan,perpustakaan
variasi makanan kurang banyak,kantin
harga agak mahal khususnya gedung,kantin
pelayanan di puskom sudah baik penjaga cukup ramah tetapi untuk sistem atau aplikasi bisa dicocokkan kembali supaya mahasiswa tidak bingung,puskom
tidak hanya menyediakan fasilitas dengan baik tetapi bisa mengganti fasilitas-fasilitas kelas yang sudah rusak misal gedung,uppk
parkir motor kurang rapi tetapi untuk mobil bisa diatur untuk lalu lintas agar tidak bingung,ukk
pelayanannya kurang cepat kasihan pasien menunggu lama,poliklinik
mempercepat proses pengeluaran skkk atau skkk supaya mahasiswa tidak protes,baka
penerimaan proposal yang terlalu lama sehingga banyak panitia tidak jalan,baka
liftnya kurang berguna ya jika tidak diperbaiki dengan cepat,uppk
lebih cepat dalam proses pemindahan data akademik,baak
buku yang disediakan kurang buku untuk banyak orang,perpustakaan
harga agak mahal kantin dan,kantin
variasi makanan kurang banyak,kantin
berharap agar jaringan wifi dapat berjalan lebih stabil dan kecepatan yang stabil,puskom
berharap agar pengisian ulang air mineral dapat lebih sering dilakukan atau agar kapasitas galon dapat diperbanyak agar banyak mahasiswa dapat kebagian semuanya,uppk
adanya parkiran mobil di gedung,ukk
sudah berjalan dengan baik dalam arti kemudahan dalam berkonsultasi mengenai beasiswa dll sudah terwujud dan fleksibel,baka
situs sim dan lentera sudah berjalan dengan baik informasi yang tertera sesuai dan akurat dengan kebutuhan,baak
sudah baik pelayanan berjalan dengan baik terutama dalam kemudahan meminjam dan mengembalikan buku,perpustakaan
tempat yang sudah nyaman dan tenang,perpustakaan
apabila mungkin agar harga makanan dan minuman di gedung dapat diatur ulang,kantin
ruangannya bersih terutama di bagian lab komputer dan ruang laptop,uppk
petugas di puskom kadang lama karena komputer yang lemot kata petugasnya,puskom
layanan internet sangat baik sekali cepat dan update,puskom
petugasnya sangat ramah menunjukkan arah bagi yang baru pertama kali parkir,ukk
petugas satpam tegas tapi tidak jahat,ukk
bisa dibuka cabang poli di gedung karena saya pernah merasa tidak enak badan di gedung lalu saya pulang karena terlalu jauh jika harus jalan ke gedung,poliklinik
pelayanannya sudah sangat bagus dan menjawab kebutuhan mahasiswa dalam hal informasi beasiswa,baka
saya pernah sekali pergi ke baak dan saya takut kembali karena petugasnya yang agak tidak ramah menurut saya,baak
layanannya sangat baik sekali tidak ribet jika ingin meminjam mengembalikan buku,perpustakaan
kantin banyak makanan tetapi sering berhimpit dan ruangannya kurang luas,kantin
kantin banyak makanan yang enak,kantin
pelayanan di puskom sudah cukup memuaskan mulai dari registrasi peminjaman loker dan sebagainya sangat mudah dilakukan,puskom
masih ada komputer yang bermasalah dan seharusnya dapat diperbaiki,puskom
pelayanan untuk keamanan dll sudah baik hanya saja terkadang di jam yang ramai akan kendaraan satpam yang menyebrangkan tidak ada hal ini dapat diperhatikan,ukk
dapat menambah polikliniknya di kampus timur karena dari gedung sangat jauh jika harus ke polikliniknya,poliklinik
ibu pegawainya di baak ramah dan sangat baik mereka melayani para mahasiswa dengan sopan dan tidak semena mena,baak
makanan di kantin banyak dan di setiap gedung juga sudah ada kantin jadi menurut saya sudah baik,kantin
petugas di perpustakaan dapat ditingkatkan keramahannya untuk membuat suasana perpustakaan lebih rumah,perpustakaan
pada sebagian kelas kekurangan kursi puskom untuk pbo,puskom
internet sangat mudah diakses dan cepat kecepatannya,puskom
kamar mandi sudah cukup bersih ada sebagian pintu yang sedikit rusak,uppk
cepat respon pada keadaan banjir,uppk
mungkin keamanan di tiap gedung masih dapat ditingkatkan,ukk
pengelolaan skkk yang mungkin kurang cepat,baka
pengurusan ktm dan yang lainnya mudah dan cepat,baak
cepat dan ramah dalam melayani ruangan yang luas dan kondusif mungkin dapat ditambahi sedikit musik,perpustakaan
kurang lebih cukup memuaskan kondisi perabotan masih bagus,kantin
jumlah komputer yang tersedia kurang,puskom
layanan pengurusan skkk terlalu lama,baka
pengurusan ktm yang hilang atau rusak terlalu ribet,baak
layanan pengembalian dan peminjaman buku sudah baik,perpustakaan
kebersihan lingkungan kantin sangat terjaga dengan baik,uppk
internet bagus dan diakses dengan mudah,puskom
kelas sudah lumayan bagus proyektor jelas,uppk
parkiran seperti anta tempatnya jauh tetapi luas jadi dapat menampung banyak kendaraan,ukk
makanan terjangkau dan makan enak seperti kantin dan,kantin
puskom sudah cukup bagus fasilitas sedangkan puskom dan harus sering dilakukan pengecekan terhadap komputernya karena ada beberapa yang tidak bisa digunakan,puskom
barang-barang di uppk kurang lengkap sehingga untuk meminjam barang sangat terbatas,uppk
bapak uppk susah dicari dan beberapa kali tidak sesuai janji saat meminjam barang,uppk
mungkin bisa kasih keringanan lebih bagi mobil yang parkir bermalam di petra atau anta dan tidak langsung diberi sp,ukk
harus bersedia melayani mahasiswa saat jam istirahat sekalipun yang lainnya obat obatannya sudah lengkap dan merasa terbantu,poliklinik
proses proposal lpj pengajuan skkk dipermudah,baka
merasa terbantu dengan proses pergantian ktm yang mudah,baak
list film yang ada uptodate fasilitas-fasilitas yang ada di dalam sudah cukup lengkap,perpustakaan
kantin makanan dan harga sesuai dengan mahasiswa,kantin
kantin kemahalan,kantin
kantin banyak yang kurang enak,kantin
kantin murah tapi rasa masih biasa,kantin
mungkin list makanan bisa diberikan variasi rasa yang sesuai lidah mahasiswa dosen,kantin
laman situs sim diperbarui lebih baru,baak
sebisa mungkin internetnya dipercepat,puskom
barang-barang kurang lengkap,uppk
parkiran kalau bisa dibuat tingkat,ukk
skkk jangan dipersulit,baka
pengurusan ktm jangan dipersulit,baak
kalau bisa keluarkan lagi makalah skripsi tahun an-an,perpustakaan
puskom gedung memiliki banyak komputer yang belum diupdate,puskom
petugas ruangan susah dicari,uppk
tidak boleh jualan po di kampus,ukk
sangat membantu untuk pengobatan gratis,poliklinik
skkk lebih mudah dikeluarkan,baka
hanya makanan di kantin yang enak,kantin
internet yang tersedia masih lemot,puskom
peralatan yang tersedia masih kurang jika dibandingkan dengan keperluan di universitas kristen petra,uppk
poliklinik yang kadang tutup padahal jam kemahasiswaan masih berlangsung,poliklinik
sistem administrasi yang masih terganggu,baak
sim yang kadang bermasalah,baak
sarana memadai tetapi di puskom ada aplikasi yang kurang untuk informatika,puskom
cukup baik dalam pengawasan kendaraan,ukk
fasilitas meja dan kursi sering kurang saat jam makan di maupun,kantin
pelayanan dari puskom sudah bagus menyediakan banyak fasilitas internet yang cepat cuma sayangnya printernya tintanya menghasilkan warnanya beda dengan yang ada di file,puskom
pelayanan uppk sudah bagus karena ketika kita pinjam ruangan prosesnya cepat,uppk
untuk bagian ukk itu pelayanannya juga bagus karena membantu para mahasiswa untuk dapat parkir sesuai tempatnya,ukk
pelayanannya sudah bagus karena kita dapat langsung dapat langsung dapat langsung memeriksa tubuh kita jika tiba tidak enak badan,poliklinik
prosesnya lama untuk peminjaman scanner,baka
untuk baka pelayanannya agak kurang karena skkknya keluar prosesnya lama,baka
untuk baak prosesnya sudah bagus karena dapat berlangsung cepat untuk memproses data,baak
pelayanan di perpustakaan sudah cukup bagus karena sudah banyak menyediakan buku yang kita butuhkan untuk belajar,perpustakaan
pelayanan kantin juga cukup memuaskan karena para penjaga kantin dapat kebersihan makanan dengan baik,kantin
internet lambat,puskom
komputer setting berubah,puskom
pengamanan kurang ada mahasiswa yang kehilangan barang,ukk
layanannya sudah bagus prosesnya juga cepat untuk pengeluaran bonsem panitia,baka
layanannya sudah bagus proses untuk perubahan kehilangan ktm juga cepat,baak
variasi buku kurang,perpustakaan
kadang buku yang dicari tidak ada,perpustakaan
tempatnya sudah memadai variasi makanan juga tergolong banyak,kantin
melakukan perawatan lebih sering karena beberapa kali internet macet berhenti settingan komputer yang dirubah pengguna sebelumnya,puskom
kurang melakukan latihan penanggulangan bencana yang melibatkan seluruh civitas akademika,ukk
sudah baik dalam menangani masalah kesehatan baik di dalam kampus dan masyarakat,poliklinik
bisa menambah personil karena proposal yang masuk cukup banyak,baka
untuk pelayanan pembuatan ktm baru lebih dipercepat lagi,baak
penambahan loker karena saat pengunjung banyak tas yang di luar loker dirasa kurang aman,perpustakaan
pengaturan perpustakaan dalam menata buku rapi,perpustakaan
makanan minuman enak dan nikmat,kantin
layanan internetnya cepat,puskom
komputernya perlu diperbarui,puskom
