Teks_Aspirasi,Biro / Unit
untuk urus skkk lama,baka
poliklinik sangat baik yang perlu tingkat adalah waktu pemrosesan obat,poliklinik
parkir tetap di dalam gedung,ukk
laku kece fasilitas puskom lebih sering ada beberapa aksesoris komputer keyboard yang sudah rusak dan tidak ganti,puskom
range jangkau untuk wifi tingkat terkadang ada beberapa tempat di kampus yang tidak jangkau wifi sehingga mahasiswa tidak dapat akses internet dari tempat sebut,puskom
sistem pinjam barang tidak perlu tahan ktm ktm sering guna untuk beberapa perlu di kampus pustaka puskom dll jika sedang pinjam barang di uppk dan ktm ada pada uppk mahasiswa akan sulit aktivitas di kampus,uppk
kursi dan meja yang sudah rusak segera baik ganti,uppk
toilet sudah bagus bersih juga sudah jaga dengan baik,uppk
awas untuk orang tamu dari luar universitas kristen petra lebih tingkat dapat beberapa kasus curi barang yang laku oleh orang luar universitas kristen petra yang liar bebas di area kampus,ukk
gerbang keluar masuk tambah pada jam tentu antre untuk masuk parkir sangat panjang pada jam tentu,ukk
pemberitahuan untuk revisi surat lapor proposal dll dapat diberitahukan lalu email terkadang mahasiswa lupa untuk ecek,baka
layan urus akademik sudah bagus proses cepat dan tidak belit belit,baak
layan sudah bagus dan obat yang beri cukup efektif,poliklinik
bisa baru os pada komputer misal windows dan selalu laku update,puskom
juga pada layan komputer untuk nge print harus sering cek karena saya pernah dapat ada virus yang bisa sebar contoh masuk ke flashdisk,puskom
untuk saat ini layan internet cukup bagus mungkin kendala ketika aktivitas kampus yang padat internet jadi sedikit lemot karena banyak yang akses kalau bisa cari solusi supaya bisa atur lagi untuk pakai,puskom
bisa lebih tingkat lagi untuk layan hingga lebih mudah dalam laku pinjam ruang hingga alat,uppk
sering laku kece pada ruang kelas terkadang ada proyektor yang mungkin perlu baik atau juga kabel yang harus ganti,uppk
perlu sedia tisu pada toilet,uppk
depan awas kampus bisa lebih tingkat lagi,ukk
untuk parkir sepeda motor yang sekarang bila ada yang tidak bawa stnk baik dapat guna ktm atau kartu identitas lain untuk bisa parkir,ukk
mungkin bisa tingkat lagi cepat dan akurat dalam layan skkk,baka
kalau bisa sering beri informasi karena banyak mahasiswa yang mungkin kurang tahu fasilitas poliklinik meski pada awal sudah informasi utama mahasiswa baru,poliklinik
upgrade komputer di lab jadi ssd,puskom
koneksi di gedung masih belum gigabit masih banyak blind spot wifi,puskom
void gedung masih sering banjir,uppk
masih banyak kursi yang tidak lengkap spidol banyak yang mati,uppk
sering ketemu kecoak di toilet,uppk
satpam aman sadar bina ada darurat response team bina teritorial belum pernah,ukk
tutup dari gedung ke gedung agar tidak hujan,uppk
masih kurang cepat dalam olah skkk,baka
kurang sosialisasi apa yang bisa laku ke poliklinik,poliklinik
mungkin bisa besar lagi cepat dan kapasitas internet karena kalau lagi banyak yang guna jadi lemot,puskom
beberapa toilet sering bau pesing seperti yang ada di kj,uppk
tanggung jawab yang milik oleh pihak puskom sudah jalan cukup baik dalam hal sedia perangkat lunak perangkat lunak yang butuh mahasiswa,puskom
fasilitas layan internet yang sedia oleh universitas kristen petra sudah cukup baik namun masih kurang cukup untuk guna oleh semua mahasiswa karena terkadang masih asa lambat saat guna,puskom
buat sistem yang dapat mudah mahasiswa dalam ecek dan pinjam barang yang milik universitas kristen petra sehingga dapat hemat waktu tanpa perlu selalu ke tempat uppk,uppk
selalu laku kece pada tiap ruang kelas agar semua kondisi proyektor layar proyektor kursi lampu dan mikrofon dapat guna dengan baik agar tidak hambat proses ajar kelas,uppk
laku kece tiap toilet yang ada agar bisa selalu guna dan buat toilet selalu bersih serta tidak bau,uppk
tugas yang milik oleh pihak ukk universitas kristen petra sudah jalan dengan baik namun perlu tingkat awas,ukk
fasilitas parkir kendara milik masih perlu banyak agar mudah dalam cari parkir di wilayah universitas kristen petra,ukk
tugas yang milik oleh baka sudah jalan dengan baik dalam hal urus panitia,baka
perlu ada baik atau tambah server agar bisa akses sim cara sama dan tingkat aman tiap situs pu universitas kristen petra contoh baru sertifikat https situs sim,baak
kabel lan pada ruang bebas juga terkadang tidak kerja dengan baik,puskom
dapat beberapa komputer yang tidak bisa guna,puskom
layan internet di universitas kristen petra bilang tidak konsisten mana terkadang bisa sangat baik dan lancar terkadang sangat lemot dan tidak bisa sambung,puskom
di tiap gedung pada universitas kristen petra juga milik layan internet yang kurang imbang mana layan internet di gedung dan terkadang lebih lancar banding dengan gedung,puskom
layan yang sedia oleh uppk sangat baik khusus untuk pinjam ruang namun untuk pinjam alat bilang cukup sulit karena harus rebut dengan bagai organisasi dan jurus yang juga milik begitu banyak acara yang laku pada saat yang sama,uppk
ruang kelas sudah cukup baik namun terkadang dapat kelas yang sangat paksa antara jumlah mahasiswa dan kuota kelas yang sedia beberapa kelas di gedung juga milik ac yang sudah kurang dingin,uppk
toilet sudah bersih dan milik air lancar namun untuk toilet pria beberapa tempat buang air kecil milik salur air yang sangat tidak baik sehingga buat air jadi tampung,uppk
untuk tahan kampus sudah cukup baik mulai dari aman dan awas pada gedung kampus ruang kuliah parkir dll,ukk
sementara untuk parkir motor gedung milik kuota yang cukup batas karena jumlah guna motor yang bilang cukup banyak,ukk
parkir universitas kristen petra bilang cukup sulit akses khusus untuk parkir motor gedung,ukk
tiap proses yang laku pada baak sudah bisa kata cukup muas karena dapat kerja dengan sangat cepat dan tepat waktu,baak
untuk saat ini parkir di gedung terlalu jauh,ukk
terkadang internet lambat putus,puskom
kursi ada yang kotor ada permen karet sampah,uppk
lebih baik dalam beri layan hadap mahasiswa komputer selalu dalam ada up to tanggal,puskom
tiap parkir harus ada orang jadi satu untuk terima mahasiswa masuk satu lagi untuk baik posisi motor yang parkir sembarang,ukk
untuk fasilitas mungkin baru lagi hardware dan perangkat lunak sering diupdate lagi,puskom
untuk internet mungkin bandwidth tambah lagi agar lebih cepat karena mahasiswa juga makin tambah banyak dan wifi sering lemot,puskom
untuk masalah nomor ruang mungkin lebih perhati lagi karena beberapa waktu lalu dapat salah pasang nomor ruang bahkan ada yang tidak dapat nomor,uppk
beberapa proyektor ada yang rusak mohon lebih sering pantau sehingga proses ajar ajar dapat jalan dengan baik,uppk
toilet mohon untuk beri tisu dan ganti toilet duduk semua,uppk
mungkin untuk satpam lebih peka lagi untuk masalah kendara yang akan masuk utama ke gedung terkadang ketika ada kendara yang akan masuk ke gedung satpam ha diam saja tidak bantu,ukk
untuk parkir motor di gedung belakang harap timbang lagi lebih baik letak seperti saat ini parkir mobil gedung,ukk
untuk masalah aju skkk mohon lebih teliti lagi karena ada beberapa skkk yang sudah lama aju namun belum masuk hingga saat ini,baka
untuk baak saat ini layan sudah bagus front office juga ramah dalam beri layan,baak
untuk poliklinik saat ini layan sudah bagus dalam hal efektif obat untuk sembuh pasien,poliklinik
tolong di perhati wifi pada gedung lantai dan juga pada gedung,puskom
tingkat cepat kerja ketika buka ruang yang sudah pinjam,uppk
ac ruang harus di kontrol,uppk
lebih saling harga antara satpam dan mahasiswa,ukk
layan dalam pakai komputer cepat teliti,puskom
layan dalam pinjam ruang agak ribet,uppk
layan dalam atur tentang proposal pkm agak lambat karena skkk agak lama keluar,baka
layan cepat koleksi buku cukup lengkap,perpustakaan
kantin panas karena atap dari seng,kantin
kantin lebih sejuk karena lantai to lantai jarak tinggi banyak angin yang masuk kantin panas karena atap dari seng,kantin
jaga puskom ramah,puskom
toilet di p kj kadang kotor sabun sering habis di toilet,uppk
koleksi buku lengkap,perpustakaan
kantin kadang panas,kantin
makan kantin enak,kantin
kualitas komputer tingkat spesifikasi,puskom
tempat poliklinik jauh dari gedung dan,poliklinik
kadang sulit untuk urus skkk,baka
lentera sering error,baak
wifi di beberapa tempat yang ujung kurang kuat sinyal,puskom
kawasan parkir motor kurang nyaman ukur,ukk
pol terlalu jauh untuk mahasiswa gedung,poliklinik
cukup sulit masalah panitia,baka
lentera sering error,baak
mungkin bisa kolaborasi dengan puskom agar komputer lebih banyak dan lebih modern,puskom
jual minum soda di kantin,kantin
bisa tanpa uang tunai banyak,kantin
wifi beberapa lokasi tidak bisa akses,puskom
kualitas barang mohon tingkat,uppk
atur tentang parkir mohon jelas,ukk
poliklinik terlalu jauh untuk mahasiswa gedung,poliklinik
fasilitas yang ada di poliklinik tambah seperti alat dan layan spesialis,poliklinik
atur tentang panitia lebih luas batas mohon rang,baka
lentera sering error contoh semester ini kelas belum diupdate,baak
sim sempat error utama masa ramai guna,baak
luas dan kursi banyak waktu ramai karena sulit dapat tempat,kantin
anak terlalu ribut mohon atur ketat,perpustakaan
layan di puskom ramah ha kurang pemberitahuan kepada mahasiswa yang belum erti tentang puskom,puskom
ukk sudah baik karena parkir aman dan layan cepat,ukk
layan baka kurang tanggap karena ada skkk yang tinggal,baka
baak sudah sangat baik ramah dan harga mahasiswa yang sedang perlu bantu,baak
pustaka sudah sangat lengkap dan fasilitas sudah pada,perpustakaan
makan di kantin sudah enak kurang banyak variasi juga sudah baik,kantin
internet lumayan cepat suasana dingin dan nyaman,puskom
layan pinjam ruang oke cepat,uppk
kamar mandi biasa bau di kj,uppk
parkir di cukup luas tidak panas motor,ukk
parkir motor sempit,ukk
layan obat yang cepat,poliklinik
dokter ramah dan jelas tentang obat jelas,poliklinik
layan akademik yang cepat,baak
makan kantin enak harga jangkau makan di enak dingin tapi mahal makan di juga enak tapi agak panas makan di kurang enak,kantin
ada kamar mandi yang bau di kj,uppk
layan dari ukk kurang tanggap dalam hal awas tempat parkir,ukk
layan sudah baik ramah dan kuasa bidang misal dalam hal administrasi akademik,baak
loker untuk mahasiswa kurang,perpustakaan
makan sudah enak di kantin,kantin
sudah oke ruang cukup dingin dan juga komputer pada untuk kerja tugas di sana,puskom
layan di sana sangat ketat dan banyak atur oleh sebab itu harus ke sana dengan taat atur yang ada,baka
tempat sangat nyaman guna untuk santa maupun kerja tugas atau ajar,perpustakaan
kantin cukup nyaman dan makan enak tetapi harus lebih variasi supaya tidak bosan,kantin
biasa komputer yang ada di puskom kurang lancar atau nge lag,puskom
orang di baka ramah dan dapat jawab ta dengan baik,baka
kalau ada ta tentang masalah akademik bisa langsung jawab dan orang orang ramah,baak
pinjam buku sangat mudah untuk paham,perpustakaan
kantin baik di atau makan enak tapi sangat panas dan kurang tempat duduk,kantin
puskom layan bagus kualitas internet dan sedia jumlah komputer juga pada,puskom
fasilitas di kampus ini utama kelas sudah baik dari segi kursi ada beberapa yang sudah ganti baru ac pun juga dingin,uppk
tempat parkir kurang pada,ukk
terkadang parkir anta pun sudah penuh lalu kurang pohon yang besar supaya asa dingin di sekitar area parkir sehingga mobil pun ada tempat rimbun,ukk
akses ke sim lentera dll juga lancar dan baik,baak
layan baik dan cepat beberapa waktu lalu saya panjang ktm mana layan cepat hari ini urus besok sudah jadi,baak
baik untuk buku bisa guna bagai referensi dan cukup lengkap koleksi buku,perpustakaan
kantin gedung makan kurang enak dan tarik masih lebih tarik dan enak kantin makan,kantin
puskom gedung kurang banyak ruang apabila sangat butuh isi ha orang santai,puskom
parkir luas,ukk
ruang kelas sekarang sudah adil karena ada cctv,ukk
aman satpam,ukk
beberapa kurang bersih toilet,uppk
meja kelas terlalu kecil,uppk
lebih aman untuk mahasiswa yang obat di sana karena dekat khusus anak kos,poliklinik
jelas dan detail tentang nilai skkk,baka
kadang lentera tidak bisa buka error,baak
luas bebas wifi bisa santai dan bisa tidur,perpustakaan
kelola sekarang sudah ubah bersih dan gerak cepat gerak cepat,kantin
satpam baik dan ramah,ukk
harga makan kantin terlalu mahal,kantin
kantin agak pengap,kantin
internet kurang cepat,puskom
tempat yang bersih dan rapi serta dengan fasilitas komputer yang milik juga lengkap bagus,puskom
layan pegawai puskom yang ramah,puskom
awas yang ada bagus,ukk
tempat parkir cukup tetapi kurang bersih,ukk
layan obat yang cepat dan bagus,poliklinik
beri layan baik dengan perhati orang yang sakit dengan baik,poliklinik
fasilitas sehat yang ada bagus layak,poliklinik
layan baak ramah dan cepat namun kadang slow respon di dalam sosial media,baak
ada beberapa yang kurang higienis,kantin
banyak jenis harga jangkau bagi mahasiswa,kantin
fasilitas print sudah cukup baik,puskom
saat jadi panitia pinjam ruang cukup susah,uppk
parkir di anta kurang aman perlu cctv,ukk
layan saat ikut pkm cukup lambat informasi,baka
skkk keluar terlalu lama,baka
kantin terlalu panas,kantin
buku sudah cukup lengkap,perpustakaan
tempat parkir yang terlalu jauh dan shuttle tidak banyak,ukk
banyak virus dan spek yang kurang dukung untuk program yang berat,puskom
terkadang urus skkk sangat susah dan urus tidak peduli,baka
tempat buku kurang jelas dan kurang tata,perpustakaan
makan kantin jenis makan kurang,kantin
komputer pada puskom dan lemot dan banyak virus kalau bisa tolong diupgrade alat,puskom
untuk sekarang layan ukk sangat guna awas dan tugas baik,ukk
kurang cepat dalam tangan pasien,poliklinik
obat yang beri benar dan gratis,poliklinik
kadang tugas istirahat belum sudah waktu istirahat jadi jika ingin urus sesuatu agak lama,baka
situs pustaka sudah bagus tapi antarmuka user antarmuka mungkin bisa lebih baik agar user lebih mudah erti,perpustakaan
tempat baca nyaman,perpustakaan
kantin jenis pilih makan kurang kantin ha beberapa saja yang enak kantin yang baik,kantin
wifi di petra di area gedung sering tiba putus sambung atau tidak bisa guna,puskom
shuttle gedung kadang tidak ada tunggu sangat lama tapi tidak ada meski masih jam kerja,ukk
layan untuk proses buat ktm sudah baik dan cukup mudah,baak
terkadang ada buku yang di katalog tulis ada sedia tetapi saat cari tidak ada,perpustakaan
makan di kantin kurang enak tapi untuk layan di tiap kantin sudah cukup baik,kantin
layan puskom sudah baik wifi tiap gedung masih ada yang masalah,puskom
kalau bisa proses tuju pinjam ruang bisa lebih cepat,uppk
ukk lebih tanggap dan koordinasi dengan satpam lebih jelas,ukk
poliklinik jauh dan ujung,poliklinik
pustaka sudah baik kalau bisa koleksi tambah,perpustakaan
layan baka sudah baik kalau bisa semua format proposal rencana anggar dan lpj semua lembaga mahasiswa sama,baka
kantin kalau bisa ada yang salah satu buka sampai sore,kantin
layan sudah baik dengan beri fasilitas mahasiswa upa fotokopi dan lain,puskom
layan sudah baik pinjam barang ruang mudah dan lancar,uppk
layan parkir dan aman sudah cukup baik meski sering tidak cukup parkir,ukk
layan urus ktm cepat dan mudah,baak
pustaka sangat baik dan lengkap koleksi buku,perpustakaan
kantin sudah pu banyak variasi menu mungkin untuk kantin tambah menu,kantin
layan cepat dan ramah wifi terkadang sulit untuk raih tidak bisa koneksi,puskom
shuttle kalau jam ke atas sudah tidak ada padahal kelas masih ada,ukk
tempat parkir luas tiket kalau habis lama urus jadi buat macet,ukk
agak bingung sistem layan ribet tempat belakang jadi jarang ada yang tahu,poliklinik
tempat dingin bean bag bau ramah staf loker banyak tapi ada yang terlalu kecil barcode scan agak sulit untuk guna,perpustakaan
kantin sudah banyak pilih tapi kantin tidak enak kalau hujan besar kena basah,kantin
fasilitas puskom sudah sangat baik ha saja ada jam tentu yang buat mahasiswa tidak bisa guna,puskom
layan dokter sudah sangat baik ha saja kadang antre cukup lama sama warga siwalankerto,poliklinik
sudah baik namun ada beberapa orang tugas yang tidak ramah dalam beri layan,baka
ada dokter kadang asal dalam mendiagnosa ha lihat pasien dari jarak meter minim komen ta tapi lupa nama,poliklinik
minta aju skkk sangat lambat minta mei baru keluar feb itu masih salah,baka
proses skkk tidak dahulu yang kumpul dahulu,baka
kantin harga makan mahal dan kualitas dengan,kantin
internet universitas kristen petra gedung tidak bisa konek di ponsel,puskom
skkk keluar cenderung lama,baka
sistem pinjam pinjam buku efektif,perpustakaan
kantin kotor ada sarang burung dan banyak kotor burung,kantin
ruang laptop di puskom gedung tempat kurang luas untuk lewat agak desa,puskom
pinjam barang dan ruang cepat,uppk
jaga tempat parkir motor di gedung terkadang ha orang,ukk
skkk terkadang lambat keluar,baka
informasi akademik yang beri cukup jelas sehingga layan cukup cepat,baak
jika pustaka cukup ramai tas sering habis,perpustakaan
hasil cuci sendok garpu kurang bersih,kantin
untuk puskom di gedung untuk ruang laptop terlalu sempit,puskom
pinjam ruang mudah dan cepat,uppk
untuk layan parkir mobil di gedung cuma jaga oleh orang harus dua orang agar dapat bagi untuk kendara masuk dan keluar,ukk
untuk layan poliklinik cepat dan obat yang beri cukup ampuh,poliklinik
skkk terkadang lambat keluar,baka
informasi putar data akademik yang beri jelas layan bagus,baak
tas pustaka cepat habis jika ramai,perpustakaan
hasil cuci seperti sendok maupun piring ada yang kurang bersih,kantin
mudah untuk seluruh mahasiswa dapat beasiswa tidak sulit sama sekali,baka
jika masuk puskom tas tidak perlu taruh loker,puskom
sudah baik perlu tambah tempat untuk ruang laptop,puskom
parkir motor kurang nyaman,ukk
ht untuk pinjam kurang,uppk
untuk kantin harga terlalu mahal tidak banding dengan kantin lain,kantin
ada beberapa meja kelas yang rusak,uppk
sudah baik jika ktm hilang buat cepat,baak
buku tata dengan baik jadi cari buku bisa mudah,perpustakaan
wifi kadang lemot tolong baik,puskom
banyak lagi fasilitas seperti ht,uppk
lebih ketat lagi dalam jaga tempat parkir,ukk
layan sudah baik dalam guna aplikasi yang ada di sim,baak
layan ini sudah sangat baik utama pada layan hilang ktm,baak
kalau bisa di pustaka boleh bawa minum dan makan ringan serta tingkat bersih,perpustakaan
cuaca di siang hari terkadang masih panas jadi minta tolong agar banyak lagi kipas angin,kantin
wifi jarang konek karena lemot,puskom
galon isi ulang cepat karena sering habis,uppk
toilet gedung lantai sering kotor,uppk
lift gedung suka error,uppk
parkir mobil dan buat mahasiswa karena dosen kan tidak terlalu banyak,ukk
dulu saat sma daftar di sim data saya salah dan tukar dengan orang lain,baak
di mahal murah mantap,kantin
wifi lemot tingkat lagi kualitas cepat wifi,puskom
service pinjam ruang tingkat,uppk
lapang parkir luas lagi,ukk
layan skkk diberitahu dengan tepat,baka
tempat nyaman enak buat istirahat,perpustakaan
kualitas makan sama namun kadang ada yang lebih mahal,kantin
fasilitas print a yang butuh di gedung fakultas teknik dan desain tidak sedia,puskom
komputer jadul,puskom
parkir selain tidak ada loket atau portal,ukk
buka apotek di gedung,poliklinik
kece proposal kurang teliti sehingga jadi salah di tengah giat karena anggap sudah lulus kece oleh baka,baka
lebih baik ada sistem antre daring,baak
koleksi buku selalu update,perpustakaan
makan di kantin kurang variasi dan kurang gizi,kantin
puskom tidak ada print kertas a ,puskom
parkir lebih baik tulis jalur arah,ukk
parkir boleh untuk mahasiswa,ukk
baik sedia apotek,poliklinik
layan sudah baik karena ada situs yang dukung proses buat skkk dll,baka
layan sudah baik tetapi kurang cepat dalam buat ktm,baak
lebih baik lagi jika ada sistem antre daring yang bantu hemat waktu,baak
sudah pada karena lengkap wifi dan leseh,perpustakaan
banyak fast food,kantin
makan di kantin kurang variasi,kantin
komputer sudah jadul,puskom
parkir gedung bisa guna untuk mahasiswa,ukk
untuk antisipasi ada darurat harus poliklinik dapat pada tiap bangun,poliklinik
perlu kece proposal yang lebih cepat,baka
perlu antre daring di baak,baak
baik stok buku banyak untuk buku yang rekomendasi dosen,perpustakaan
layan pinjam buku cepat tanggap,perpustakaan
makan kantin pu kualitas yang baik namun tempat duduk kurang,kantin
layan di puskom sudah cukup muas ha saja jaring internet terkadang asa lambat,puskom
fasilitas parkir di kampus universitas kristen petra bisa tingkat lagi sehingga tidak sulit ketika akan parkir,ukk
fasilitas poliklinik jarang manfaat oleh mahasiswa karena kurang publikasi,poliklinik
terlalu lama dalam keluar poin skkk,baka
layan di baak sudah sangat baik prosedur dan tata kerja sudah sesuai atur,baak
terlalu ribet ketika akan pasuk pustaka harus guna ktm dan barang taruh di loker,perpustakaan
kantin terlalu panas dan makan kurang enak,kantin
perlu ada tingkat kualitas komputer yang lebih kuat i ,puskom
usaha ada printer a ,puskom
perlu ada prosedur pinjam yang jelas,uppk
pinjam bisa lalu digital baik ruang maupun barang,uppk
untuk parkir perlu pasang tunjuk jalan,ukk
perlu ada apotek kecil,poliklinik
baka sudah pada karena ada situs,baka
layan baak perlu buat antre yang sifat daring,baak
perlu ada wifi yang lebih cepat,puskom
perlu sedia makan fast food agar bisa cepat saji,kantin
nyaman untuk guna komputer,puskom
terkadang ketika sudah pilih komputer yang ingin guna saat masuk nyata ada yang sudah guna jadi seperti tidak deteksi di komputer,puskom
toilet kadang tidak ada sabun untuk cuci tangan,uppk
kadang lcd di kelas tidak bisa guna,uppk
parkir sudah bagus cuma untuk gedung perlu tambah untuk mobil,ukk
parkir jangan jauh harus dekat petra saja agar mahasiswa tidak capek jalan,ukk
poliklinik perlu tambah cabang di bagai gedung agar mudah akses,poliklinik
saat urus data akademik untuk pindah jurus pikir semua sudah selesai nyata ada yang belum selesai,baak
tempat nyaman terkadang mau guna ajar ada yang guna pacar,perpustakaan
harga mahal,kantin
ruang tempat duduk meja kurang,kantin
jaga puskom sudah beri layan dengan baik,puskom
komputer yang guna tidak pernah masalah,puskom
proyektor dalam kelas kerap kali tidak fungsi tetapi langsung tindak dengan baik,uppk
awas dan aman kampus saya rasa jauh ini cukup baik,ukk
layan di poliklinik cukup baik dan bantu mahasiswa yang sakit,poliklinik
layan di baka cukup baik namun kadang ada pegawai staf yang kurang ramah dalam layan,baka
sim kadang sangat susah untuk akses jika saat penting dan sangat butuh untuk akses sim mahasiswa akan rasa sulit jika begitu,baak
layan di pustaka sudah sangat bagus dan bantu,perpustakaan
layan di kantin cukup baik namun di kantin ada beberapa meja yang hilang turut saya hal itu buat beberapa mahasiswa sulit dapat tempat duduk,kantin
ada beberapa mpw puskom yang kurang ramah hadap mahasiswa,puskom
komputer terkadang masalah ketika guna,puskom
kondisi barang kurang lengkap dan banyak kondisi barang yang tidak jaga,uppk
parkir di gedung tidak atur,ukk
lahan parkir banyak yang tidak rawat,ukk
tambah lagi poliklinik di gedung agar mahasiswa gedung dan tidak terlalu jauh,poliklinik
skkk keluar sangat lama dan ada skkk yang salah input,baka
sim sering error,baak
lentera terkadang susah login,baak
tempat simpan perlu tambah,perpustakaan
banyak buku yang rusak telah guna,perpustakaan
jumlah kurang banyak pada stan makan dan tempat duduk juga kurang pada,kantin
puskom aplikasi kurang lengkap,puskom
lampu di gedung lantai kurang terang colok atau stop kontak di gedung juga kurang banyak,uppk
poliklinik buat cabang di gedung atau,poliklinik
makan di kantin lebih banyak yang enak banding kantin gedung lain,kantin
layan internet kurang cepat kurang banyak,puskom
kadang internet tidak bisa hubung di gedung,puskom
ruang kelas di gedung sangat panas karena ac tidak fungsi ppt di proyektor kadang tidak jalan atau rusak,uppk
parkir tidak ada sangat jauh kalau harus di anta,ukk
shuttle kurang banyak dan terlalu lama tunggu shuttle datang sangat antre,ukk
jauh jika mau ke poliklinik harus ada di tiap gedung,poliklinik
makan kurang variasi sehingga bosan juga kurang tempat duduk panas,kantin
namun dalam sedia koneksi internet masih sangat kurang utama jika di dalam kelas,puskom
layan di puskom dalam hal sarana dan prasarana sudah cukup muas,puskom
muas dalam laksana tugas para tugas uppk sangat profesional dan sangat bantu,uppk
layan parkir cukup bagus namun dalam aman di parkir terlalu lebih saya pernah tunggu di dalam mobil dan sedang mau parkir namun tugas kes usir padahal mobil saya sudah sangat minggir dan tidak saya tinggal,ukk
kurang media publikasi buat poliklinik jarang manfaat padahal mungkin ada yang butuh namun poliklinik jarang ingat,poliklinik
dalam keluar poin skkk sangat lama dan terkadang ada skkk yang jika tidak ingat tagih maka tidak keluar,baka
sangat muas dalam layan ktm hilang walaupun dalam proses agak ribet karena harus ke sana kemari,baak
layan cukup bagus untuk pustaka namun saran saya banyak info agar mahasiswa makin minat baca buku yang ada di dalam pustaka,perpustakaan
cara seluruh turut saya kantin di universitas kristen petra kurang milik ventilasi yang pada dan kurang baik dalam pelihara furnitur,kantin
posisi keyboard dan mouse kurang sesuai,puskom
ada sistem jam di puskom buat kadang harus gesa gesa,puskom
kelas banyak yang panas di gedung utama kabel proyektor di kelas banyak yang kurang,uppk
parkir kurang luas,ukk
lahan parkir anta di bagi pasir kadang kurang nyaman,ukk
buat ktm lama,baak
kadang terlalu ramai di pustaka,perpustakaan
yang jaga pustaka kurang senyum,perpustakaan
kantin panas kurang kipas angin,kantin
layan sangat bagus orang yang jaga puskom ramah,puskom
fasilitas komputer pada,puskom
toilet di t kurang bersih,uppk
kelas di gedung ac kurang dingin,uppk
parkir di kurang banyak anak fakultas ekonomi jumlah banyak padahal,ukk
lokasi poliklinik kurang strategis sehingga sulit temu,poliklinik
kurang publikasi dari poliklinik sehingga tidak begitu kenal mahasiswa,poliklinik
layan sangat informatif dan detail sehingga bantu lancar edukasi mahasiswa,baka
layan sangat bagus server sim atau lentera tidak ada yang error,baak
buku kurang tarik mahasiswa banyak novel yang masa kini,perpustakaan
layan kurang ramah dan ac sangat dingin,perpustakaan
kantin panas mungkin bisa tambah ac,kantin
sedia wifi sangat bantu giat mahasiswa,puskom
beberapa semprot di toilet kj gedung rusak kadang tidak fungsi,uppk
saat hujan air masuk di kj gedung hingga sangat licin dan sedikit becek,uppk
parkir perlu tambah cctv agar lebih aman,ukk
poliklinik sangat bantu dalam hal sehat mahasiswa,poliklinik
layan baak sangat bantu mahasiswa karena pernah hilang ktm dan mudah untuk urus kembali,baak
dingin nyaman baca lengkap serta internet dan stop kontak,perpustakaan
panas dan mahasiswa sering buang sampah tinggal sisa makan di meja makan,kantin
internet kadang masih suka lemot,puskom
toilet kurang bersih toilet kj,uppk
parkir sudah cukup bagus mungkin lebih tingkat aman parkir,ukk
sudah tanggap dan layan baik di pol umum,poliklinik
layan di puskom ramah dan tanggap,puskom
fasilitas toilet bau dan kotor,uppk
ac di ruang kelas ada yang tidak fungsi dengan maksimal,uppk
parkir masih kurang nyaman baik anta maupun gedung,ukk
fasilitas layan tanggap dalam hal urus obat,poliklinik
fasilitas skkk dan beasiswa sudah muas,baka
lentera sering alami masalah atau error,baak
buat ktm terlalu ribet,baak
makan di kantin terlalu mahal,kantin
wifi lemot di gedung khusus di lantai,puskom
mahasiswa yang ada di puskom tidak jaga tenang,puskom
banyak ganggu pada pasang proyektor saat dosen ajar di kelas lantai gedung,uppk
tangan parkir sangat bagus dan para tugas kerja dengan baik,ukk
sangat bantu sehat para mahasiswa,poliklinik
tugas ramah dan peduli dengan keluh sakit mahasiswa,poliklinik
sangat bagus layan dan peduli butuh para mahasiswa dalam hal layan beasiswa,baka
buku buku kualitas,perpustakaan
tugas pustaka layan dengan baik,perpustakaan
lebih banyak buku tentang didik guru,perpustakaan
tugas kantin ramah,kantin
layan sangat bagus dan sangat bantu karena para pegawai puskom sangat antusias beri layan,puskom
tidak perlu tunggu waktu yang lama untuk akses informasi lalu fasilitas komputer di puskom,puskom
kurang harum ruang toilet,uppk
para pegawai cleaning service cekat,uppk
awas kampus sudah bagus aman dan juga rapi,ukk
sedia butuh obat yang cukup,poliklinik
pegawai pol kurang senyum,poliklinik
layan oleh dokter sudah cukup bagus dan baik,poliklinik
untuk saat ini dan juga lama ini layan sangat baik dan moga depan bisa tingkat banyak beasiswa,baka
layan informasi akademik sudah bagus baik dan mudah untuk laku hal yang kait dengan bidang akademik,baak
enak makan,kantin
sedia jual yang kurang seperti tisu basah,kantin
biaya print di kampus mahal,puskom
ht kadang masalah atau masalah,uppk
kurang detail dalam periksa kondisi pasien,poliklinik
skkk keluar lambat dan kadang poin salah,baka
tata letak buku di rak dan di katalog kadang beda,perpustakaan
minum kurang variasi cuma stan,kantin
variasi makan enak di kantin kurang,kantin
cepat wifi masih kurang,puskom
biaya print di puskom mahal,puskom
parkir area atm kurang tata dengan baik,ukk
dokter kes tidak niat karena kurang detail saat periksa pasien,poliklinik
proses aju skkk lama,baka
sulit cari jurnal daring,perpustakaan
menu makan kantin kurang variasi,kantin
aplikasi di tiap komputer tidak lengkap,puskom
lampu universitas kristen petra di gedung kadang tidak nyala satu huruf,uppk
poliklinik dapat buka cabang di gedung,poliklinik
