Teks_Aspirasi,Biro / Unit
perlu memperbaiki sarana lcd yang tidak dapat digunakan di beberapa ruangan,uppk
dulu sih lahan parkir ya karena kalau parkir motor di tempat rumah kompos terlalu jauh sekarang sudah dibenahi,ukk
parkiran terlalu penuh sesak mungkin bisa digunakan sistem kuota parkir agar tidak melebihi kapasitas yang ada,ukk
kumputer diupgrade ditambah ios di puskom agar ada variasi,puskom
lebih di perbesar kuotanya,puskom
ht di perbanyak dan diperbagus kualitasnya,uppk
memperbaiki proyektor dan mic yang rusak,uppk
dibersihkan lgi toiletnya,uppk
lebih diatur tempat parkirnya,ukk
lebih cepat dalam memproses skkk yang jaga baka terlalu judes,baka
ruangan komputer untuk gedung dan masih terdapat banyak debu pada meja monitor keyboard dan mouse,puskom
bandwith bisa ditambahkan untuk area area yang menjadi tempat kumpul mahasiswa,puskom
speaker kurang bagus dan projektor lcd terkadang tidak berfungsi dengan baik segera di ganti,uppk
biasa toilet yang di lantai dasar banyak di pakai dan cepat kotor di harapkan lebih sering di bersihkan,uppk
tempat parkir untuk mobil di gedung di perbanyak,ukk
staff tidak bekerja secara cepat skkk upacara baru keluar setelah tahun,baka
terkadang kurangnya staff yg bertugas sehingga harus mengantri lama,baak
ruangan tunggu poliklinik di berikan ac karena saat rame ruangan sangat panas dan kipas angin saja tidak cukup,poliklinik
membenarkan loker tas laptop yang sudah rusak kuncinya,puskom
server petra sering down membuat internet terhambat,puskom
layar lcd bisa ditingkatkan lagi untuk ruangan lab komputer banyak yang berwarna kuning lcd nya,uppk
ac nya ada beberapa yang sudah lama dan mulai rusak,uppk
menyediakan tisu dan sabun cuci tangan di toilet,uppk
sudah tidak pernah menggunakan fasilitas parkir di anta karena terlalu berdebu dan becek saat hujan,ukk
pelayanan sudah baik dilakukan dalam memberikan informasi yang diberikan namun waktu pelayanan sangat lama dan ribet dalam mengurus ktm hilang,baak
pada jam tertentu koneksi internet masih dirasa lambat,puskom
ada beberapa kelas yang kurang kedap suara jadi mengganggu proses blajar,uppk
jam penggunaan parkiran untuk umum dimajukan lebih awal,ukk
pelayanan obat pasien poliklinik agak lama,poliklinik
puskom diperlengkapi app untuk editing seperti photoshop dll,puskom
internet di uk petra kadang lambat kadang cepat dan kadang gampang putus,puskom
beberapa kursi besi nya ada yang tajam sehingga kadang melukai mahasiswa,uppk
sabun jangan terlalu banyak air,uppk
anta dipafing juga sebelah kanan nya sehingga waktu hujan tidak becek atau berlumpur,ukk
dalam melakukan distribusi program program official dari microsoft ada baiknya bila mahasiswa diajarkan sendiri cara mendownload program tersebut dari portal milik microsoft yang adalah azure,puskom
perbaiki jaringan pengalaman saya sendiri selama tahun di petra adalah wifi yang susah untuk digunakan karena kesusahan menghubungkan perangkat dengan wifi wifi juga sering terputus sendiri,puskom
tolong alat alat yang dipinjamkan pada mahasiswa ditingkatkan lagi kualitasnya penilaian terhadap kelayakan barang untuk dipinjamkan perlu ditingkatkan,uppk
perbaiki sarana sarana ruang kelas terutama pada gedung banyak sekali sarana pada ruang kelas gedung seperti lcd projector mic dan layar proyektor yang sudah sangat sangat tidak layak untuk digunakan,uppk
keamanan dari pintu pintu toilet tolong ditingkatkan banyak juga pintu bilik yang sudah rusak namun tidak diperbaiki,uppk
tingkatkan keamanan untuk orang orang yang mencurigakan sehingga tidak terjadi kasus kasus kehilangan barang karena penipuan maupun pencurian secara langsung,ukk
parkiran sepeda motor untuk gedung bila dikembalikan pada ujung belakang gedung sangat menyusahkan mahasiswa ada baiknya parkiran sepeda motor tetap dibiarkan pada basement gedung,ukk
tolong perbaiki kecepatan pengeluaran sebuah ijazah dari mahasiswa mahasiswa yang lulus,baak
berikan fasilitas bagi mahasiswa yang melakukan kesalahan pengisian angket dosen karena kasus ini cukup sering terjadi pada mahasiswa yang baru,baak
harga print terlalu mahal,puskom
tolong koneksi internet dibuat lebih cepat dan stabil dibuat lebih menjangkau ke dalam kelas terutama di gedung,puskom
yang membukakan pintu ruang kelas harap selalu ada di tempat supaya tidak kesulitan saat akan membuka ruang kelas,uppk
kelas di gedung dibuat supaya bisa meredam suara hujan,uppk
parkir motor di gedung dan parkir di kampus utama kurang banyak,ukk
internet masih kurang stabil,puskom
lcd kadang bermasalah sudah waktunya diganti,uppk
puskom memberikan pelayanan yg lebih baik dan peningkatan performa pc yabg ada di uk petra,puskom
internet semakin stabil dan memiliki jaringan luas,puskom
peningkatan sarana untuk peralatan dan kemudahan dalam peminjaman memperbaiki beragam fasilitas yang telah rusak hampir rusak,uppk
mencoba untuk simulasi keadaan darurat,ukk
lahan parkir di perluas di sekitar area kampus,ukk
poliklinik terdapat di setiap gedung,poliklinik
tolong agar jaringan internet lebih stabil dan menyeluruh,puskom
untuk alat yg sudah rusak agar diganti,uppk
penjaga puskomnya tolong lebih sabar dalam menangani mahasiswa nya,puskom
sering lemot pada saat jam perkuliahan sedang berlangsung mungkin bandwidth nya bisa ditambah,puskom
jangan mem birokrasikan mempersulit keperluan mahasiswa yang sedang diperlukan ada orang bapak tidak usah saya sebut namanya bekerja di uppk gedung beliau selalu mempersulit mahasiswa dalam meminjam barang birokrasi,uppk
lebih sopan pada saat mengurai kemacetan di siwalankerto pada saat acara besar seperti wisuda dll jangan tidak sopan dengan menggeprak mobil orang menunjuk orang didalam mobil perlu diingat tidak semua org di kampus merupakan civitas akademika ada juga tamu bagaimana image petra di hadapan tamu kalau ada orang ukk yang menggeprak kap mobil orang,ukk
ditambahkan karena sudah tidak cukup menampung kendaraan mahasiswa terutama mobil,ukk
dipercepat kembali dalam mengurus ntah itu skkk atau penghargaan ekstrakulikuler sekali lagi jangan terlalu birokrasi mempersulit keadaan hal itu yg membuat mahasiswa di uk petra malas berorganisasi dan berprestasi karna proses klaimnya cukup lama dan dipersulit bahkan pernah hasil tidak keluar padahal menang seleksi jurnal internasional,baka
terkadang toilet masih kotor dan bau,uppk
ganti wifinya,puskom
bersihkan saluran toilet,uppk
parkir belum memadai,ukk
semoga lebih cepat kecepatan internetnya,puskom
lebih baik kepada peminjam ruangan jangan dikasari,uppk
kursi di gedung diganti saja yang kursi kayu dibuang saja,uppk
lebih bersih lagi toiletnya,uppk
tempat parkir lebih luas lagi,ukk
baak sudah cukup membantu mahasiswa dalam mengurus keperluannya,baak
poliklinik sudah membantu mahasiswa dalam akses kesehatan,poliklinik
internet jangan terlalu sering error,puskom
tolong buat tempat parkiran lagi yang dekat dengan petra,ukk
komputer lebih lancar,puskom
internet lebih lancar,puskom
toilet lebuh tidak bau,uppk
tolong sediakan parkiran motor gedung,ukk
penyediaan software yang lebih lengkap dan uptodate,puskom
lebih ditingkatkan kestabilan internetnya,puskom
lebih ditingkatkan dalam pengawasan orang dari luar yang masuk ke area kampus,ukk
masih ada beberapa ruang kelas yang proyektor tidak berfungsi dengan baik,uppk
lebih ditingkatkan kebersihan toiletnya,uppk
untuk saat ini parkiran di basement gedung sudah cukup baik ditingkatkan untuk keamanan tiap kendaraan yang parkir di sana,ukk
lebih mempermudah proses administrasi kepanitiaan yang ada,baka
sebaiknya ditingkatkan lagi stabilitas jaringan internet,puskom
ditingkatkan ketepatan waktu membuka ruangan yang dipinjam,uppk
selalu jaga ketersediaan spidol,uppk
semakin dijaga lagi kebersihan toiletnya,uppk
tingkatkan lagi keramahan dari para security,ukk
lahan parkir sangat kurang,ukk
tingkatkan kecepatan pengembalian dana panitia,baka
kebersihan puskom harus terjaga dengan baik,puskom
selama ini internet di petra lancar akan tetapi sinyal kadang hilang semoga sinyal internet yang ada di petra ini dapat ditingkatkan jangkauannya,puskom
kelas terkadang ada sampah tisu,uppk
toilet kadang bau pesing,uppk
barang banyak yang hilang tetapi tidak ditindaklanjuti,ukk
tempat parkiran sepeda motor untuk gedung jaraknya jauh karena berada di gedung bila hujan berjalan ke gedung basah,ukk
untuk pengurusan skkk lama,baka
poliklinik sangat baik yang perlu ditingkatkan adalah waktu pemrosesan obat,poliklinik
parkir ditetapkan di dalam gedung,ukk
lakukan pengecekan fasilitas puskom lebih sering ada beberapa aksesoris komputer keyboard yang sudah rusak dan tidak diganti,puskom
range jangkauan untuk wi fi ditingkatkan terkadang ada beberapa tempat di kampus yang tidak terjangkau wi fi sehingga mahasiswa tidak dapat mengakses internet dari tempat tersebut,puskom
sistem peminjaman barang tidak perlu menahan ktm ktm sering digunakan untuk beberapa keperluan di kampus perpustakaan puskom dll jika sedang meminjam barang di uppk dan ktm ada pada uppk mahasiswa akan kesulitan beraktivitas di kampus,uppk
kursi dan meja yang sudah rusak segera diperbaiki diganti,uppk
toilet sudah bagus kebersihannya juga sudah dijaga dengan baik,uppk
pengawasan untuk orang tamu dari luar uk petra lebih ditingkatkan terdapat beberapa kasus pencurian barang yang dilakukan oleh orang luar uk petra yang berkeliaran bebas di area kampus,ukk
gerbang keluar masuk ditambah pada jam jam tertentu antrian untuk masuk parkiran sangat panjang pada jam jam tertentu,ukk
pemberitahuan untuk revisi surat laporan proposal dll dapat diberitahukan melalui email terkadang mahasiswa lupa untuk mengecek,baka
pelayanan urusan akademik sudah bagus proses cepat dan tidak berbelit belit,baak
pelayanan sudah bagus dan obat yang diberikan cukup efektif,poliklinik
bisa diperbarui os pada komputernya misal windows dan selalu melakukan update,puskom
juga pada layanan komputer untuk ngeprint harus sering di cek karena saya pernah kedapatan ada virus yang bisa menyebar contoh masuk ke flashdisk,puskom
untuk saat ini layanan internet cukup bagus mungkin kendalanya ketika aktivitas kampus yang padat internet menjadi sedikit lemot karena banyak yang akses kalau bisa dicarikan solusi supaya bisa teratur lagi untuk pemakaiannya,puskom
bisa lebih ditingkatkan lagi untuk pelayanan hingga lebih dipermudah dalam melakukan peminjaman ruangan hingga peralatan,uppk
sering sering melakukan pengecekan pada ruang kelas terkadang ada proyektor yang mungkin perlu perbaikan atau juga kabel yang harus diganti,uppk
perlu disediakan tisu pada toilet,uppk
kedepannya pengawasan kampus bisa lebih ditingkatkan lagi,ukk
untuk parkiran sepeda motor yang sekarang bila ada yang tidak membawa stnk sebaiknya dapat menggunakan ktm atau kartu identitas lainnya untuk bisa parkir,ukk
mungkin bisa ditingkatkan lagi kecepatan dan keakuratan dalam pelayanan skkk,baka
kalau bisa sering sering memberikan informasinya karena banyak mahasiswa yang mungkin kurang mengetahui fasilitas poliklinik meskipun pada awalnya sudah diinformasikan terutama mahasiswa baru,poliklinik
upgrade komputer di lab menjadi ssd,puskom
koneksi di gedung masih belum gigabit masih banyak blindspot wifi,puskom
void gedung masih sering banjir,uppk
masih banyak kursi yang tidak lengkap spidol banyak yang mati,uppk
sering ketemu kecoak di toilet,uppk
security safety awareness pembinaan emergency response team pembinaan teritorial belum pernah,ukk
penutup dari gedung ke gedung agar tidak kehujanan,uppk
masih kurang cepat dalam pengolahan skkk,baka
kurang sosialisasi apa yang bisa dilakukan ke poliklinik,poliklinik
mungkin bisa dibesarkan lagi kecepatan dan kapasitas internet karena kalo lagi banyak yg pakai jadinya lemot,puskom
beberapa toilet sering bau pesing seperti yg ada di kj,uppk
tanggung jawab yang dimiliki oleh pihak puskom sudah dijalankan cukup baik dalam hal penyediaan software software yang dibutuhkan mahasiswa,puskom
fasilitas layanan internet yang disediakan oleh uk petra sudah cukup baik namun masih kurang mencukupi untuk digunakan oleh semua mahasiswa karena terkadang masih terasa lambat saat digunakan,puskom
membuat sistem yang dapat mempermudah mahasiswanya dalam mengecek dan meminjam barang yang dimiliki uk petra sehingga dapat menghemat waktu tanpa perlu selalu ke tempat uppk,uppk
selalu melakukan pengecekan pada tiap ruang kelas agar semua kondisi proyektor layar lcd kursi lampu dan mic dapat digunakan dengan baik agar tidak menghambat proses pembelajaran kelas,uppk
melakukan pengecekan tiap toilet yang ada agar bisa selalu digunakan dan membuat toilet selalu bersih serta tidak bau,uppk
tugas yang dimiliki oleh pihak ukk uk petra sudah dijalankan dengan baik namun perlu ditingkatkan pengawasannya,ukk
fasilitas parkiran kendaraan dimiliki masih perlu dibanyak agar mempermudah dalam mencari parkiran di wilayah uk petra,ukk
tugas yang dimiliki oleh baka sudah dijalankan dengan baik dalam hal urusan kepanitiaan,baka
perlu ada perbaikan ataau penambahan server agar bisa mengakses sim secara bersamaan dan meningkatkan keamanan tiap website kepunyaan uk petra contohnya pembaruan sertifikat https web sim,baak
kabel lan pada ruang bebas juga terkadang tidak bekerja dengan baik,puskom
terdapat beberapa pc yang tidak bisa digunakan,puskom
layanan internet di uk petra terbilang tidak konsisten dimana terkadang bisa sangat baik dan lancar terkadang sangat lemot dan tidak bisa tersambung,puskom
di tiap gedung pada uk petra juga memiliki layanan internet yang kurang seimbang dimana layanan internet di gedung dan terkadang lebih lancar dibandingkan dengan gedung,puskom
layanan yang disediakan oleh uppk sangat baik khususnya untuk peminjaman ruangan namun untuk peminjaman peralatan terbilang cukup sulit karena harus berebut dengan berbagai organisasi dan jurusan yang juga memiliki begitu banyak acara yang dilakukan pada saat yang bersamaan,uppk
ruang kelas sudah cukup baik namun terkadang terdapat kelas yang sangat dipaksakan antara jumlah mahasiswa dan kuota kelas yang disediakan beberapa kelas digedung juga memiliki ac yang sudah kurang dingin,uppk
toilet sudah bersih dan memiliki air lancar namun untuk toilet pria beberapa tempat pembuangan air kecil memiliki saluran air yang sangat tidak baik sehingga membuat air menjadi tertampung,uppk
untuk ketahanan kampus sudah cukup baik mulai dari pengamanan dan pengawasan pada gedung kampus ruang kuliah parkiran dll,ukk
sementara untuk parkiran motor gedung memiliki kuota yang cukup terbatas karena jumlah pengguna motor yang terbilang cukup banyak,ukk
parkiran uk petra terbilang cukup sulit diakses khususnya untuk parkiran motor gedung,ukk
setiap proses yang dilakukan pada baak sudah bisa dikatakan cukup memuaskan karena dapat dikerjakan dengan sangat cepat dan tepat waktu,baak
untuk saat ini parkiran di gedung terlalu jauh,ukk
terkadang internet lambat terputus,puskom
kursi ada yang kotor ada permen karet sampah,uppk
lebih baik dalam memberikan pelayanan terhadap mahasiswa komputer selalu dalam keadaan up to date,puskom
setiap parkiran harusnya ada orang jadinya satu untuk menerima mahasiswa masuk satunya lagi untuk memperbaiki posisi motor yang parkir sembarangan,ukk
untuk fasilitas mungkin diperbaharui lagi hardwarenya dan software sering di update lagi,puskom
untuk internet mungkin bandwidth ditambah lagi agar lebih cepat karena mahasiswa juga semakin bertambah banyak dan wifi sering lemot,puskom
untuk masalah nomor ruangan mungkin lebih diperhatikan lagi karena beberapa waktu lalu terdapat kesalahan pemasangan nomor ruangan bahkan ada yang tidak dapat nomor,uppk
beberapa lcd proyektor ada yang rusak mohon lebih sering dipantau sehingga proses belajar mengajar dapat berjalan dengan baik,uppk
toilet mohon untuk diberi tisue dan diganti toilet duduk semua,uppk
mungkin untuk security lebih peka lagi untuk masalah kendaraan yang akan masuk terutama ke gedung terkadang ketika ada kendaraan yang akan masuk ke gedung security hanya diam saja tidak membantu,ukk
untuk parkiran motor di gedung belakang harap dipertimbangkan lagi lebih baik diletakan seperti saat ini diparkir mobil gedung,ukk
untuk masalah pengajuan skkk mohon lebih teliti lagi karena ada beberapa skkk yang sudah lama diajukan namun belum masuk hingga saat ini,baka
untuk baak saat ini layanan sudah bagus front office juga ramah dalam memberikan layanan,baak
untuk poliklinik saat ini layanan sudah bagus dalam hal keefektifan obat untuk menyembuhkan pasien,poliklinik
tolong di perhatikan wifi pada ged lantai dan juga pada ged,puskom
tingkatkan kecepatan kerjanya ketika membuka ruangan yang sudah dipinjam,uppk
ac ruangan harus di kontrol,uppk
lebih saling menghargai antara security dan mahasiswa,ukk
pelayanan dalam pemakaian komputer cepat teliti,puskom
pelayanan dalam meminjamkan ruangan agak ribet,uppk
pelayanan dalam mengatur tentang proposal pkm agak lambat karna skkk agak lama keluarnya,baka
pelayanan cepat koleksi buku cukup lengkap,perpustakaan
kantin panas karena atapnya dari seng,kantin
kantin lebih sejuk karena floor to floor jaraknya tinggi banyak angin yang masuk kantin panas karena atapnya dari seng,kantin
penjaga puskom ramah,puskom
toilet di kj kadang kotor sabun sering habis di toilet,uppk
koleksi buku lengkap,perpustakaan
kantin kadang panas,kantin
makanan kantin enak,kantin
kualitas komputer ditingkatkan spesifikasi,puskom
tempat klinik jauh dari gedung dan,poliklinik
kadang dipersulit untuk pengurusan skkk,baka
lentera sering error,baak
wifi di bbrp tempat yg ujung krg kuat sinyalnya,puskom
kawasan parkir motor kurang nyaman ukuran,ukk
poli terlalu jauh untuk mahasiswa gedung,poliklinik
cukup disulitkan masalah panitia,baka
lentera sering error,baak
mungkin bisa kolaborasi dengan puskom agar komputer lebih banyak dan lebih modern,puskom
menjual minuman bersoda di kantin,kantin
bisa cashless diperbanyak,kantin
wi fi beberapa lokasi tidak bisa diakses,puskom
kualitas barang mohon ditingkatkan,uppk
peraturan tentang parkir mohon diperjelas,ukk
poliklinik terlalu jauh untuk mahasiswa gedung,poliklinik
fasilitas yang ada di poliklinik ditambah seperti peralatan dan layanan spesialis,poliklinik
peraturan tentang kepanitiaan lebih diperluas batasan mohon dikurangi,baka
lentera sering error contoh semester ini kelas belum diupdate,baak
sim sempat error terutama masa ramai dipakai,baak
diperluas dan kursi diperbanyak waktu ramai karena sulit mendapat tempat,kantin
anak anak terlalu ribut mohon peraturan diperketat,perpustakaan
pelayanan di puskom ramah hanya kurang pemberitahuan kepada mahasiswa yang belum mengerti tentang puskom,puskom
ukk sudah baik karena parkiran aman dan pelayanan cepat,ukk
pelayanan baka kurang tanggap karena ada skkk yang tertinggal,baka
baak sudah sangat baik ramah dan menghargai mahasiswa yang sedang memerlukan bantuan,baak
perpus sdh sangat lengkap dan fasilitasnya sudah memadai,perpustakaan
makanan di kantin sdh enak kurang banyak variasinya jg sdh baik,kantin
internet lumayan cepat suasana dingin dan nyaman,puskom
pelayanan pinjam ruang ok cepat,uppk
kamar mandi biasanya bau di kj,uppk
parkir di cukup luas tidak panas motor,ukk
parkiran motor sempit,ukk
pelayanan obat yang cepat,poliklinik
dokter ramah dan penjelesan tentang obat jelas,poliklinik
pelayanan akademik yang cepat,baak
makanan kantin enak harga terjangkau makanan di enak dingin tapi mahal makanan di juga enak tapi agak panas makanan di kurang enak,kantin
ada kamar mandi yang bau di kj,uppk
pelayanan dari ukk kurang tanggap dalam hal pengawasan tempat parkir,ukk
pelayanan sudah baik ramah dan menguasai bidang misal dalam hal administrasi akademik,baak
loker untuk mahasiswa kurang,perpustakaan
makanan sudah enak di kantin,kantin
sudah oke ruangan cukup dingin dan juga komputer memadai untuk mengerjakan tugas disana,puskom
layanan disana sangatlah ketat dan banyak aturan oleh sebab itu harus kesana dengan menaati aturan yang ada,baka
tempat sangat nyaman digunakan untuk bersantai maupun mengerjakan tugas atau belajar,perpustakaan
kantin cukup nyaman dan makananya enak tetapi harus lebih divariasi spy tdk bosan,kantin
biasanya komputer komputer yang ada di puskom kurang lancar atau ngelag,puskom
orang orang di baka ramah dan dapat menjawab pertanyaan dengan baik,baka
kalau ada pertanyaan ttg masalah akademis bisa langsung dijawab dan orang orangnya ramah,baak
peminjaman buku sangat mudah untuk dipahami,perpustakaan
kantin baik di atau makanannya enak tapi sangat panas dan kekurangan tempat duduk,kantin
puskom pelayanannya bagus kualitas internet dan ketersediaan jumlah komputer juga memadai,puskom
fasilitas di kampus ini terutama kelas nya sudah membaik dari segi kursi nya ada beberapa yang sudah diganti baru ac nya pun juga dingin,uppk
tempat parkirnya kurang memadai,ukk
terkadang parkiran anta pun sudah full lalu kurang pepohonan yang besar supaya terasa dingin di sekitar area parkir sehingga mobil pun ada tempat rimbunnya,ukk
akses ke sim lentera dll juga lancar dan baik,baak
pelayanannya baik dan cepat beberapa waktu lalu saya perpanjang ktm dimana pelayanannya cepat hari ini urus besok sudah jadi,baak
baik untuk buku nya bisa dipakai sebagai referensi dan cukup lengkap koleksi bukunya,perpustakaan
kantin gedung makanannya kurang enak dan menarik masih lebih menarik dan enak kantin makanannya,kantin
puskom gedung kurang banyak ruangannya apabila sangat membutuhkan isi hanya orang santai,puskom
parkir luas,ukk
ruangan kelas sekarang sudah adil karena ada cctv,ukk
aman security,ukk
beberapa kurang bersih toiletnya,uppk
meja kelas terlalu kecil,uppk
lebih aman untuk mahasiswa yang berobat disana karena dekat khusus anak kost,poliklinik
jelas dan detail tentang penilaian skkk,baka
kadang lentera tidak bisa dibuka error,baak
luas free wifi bisa santai santai dan bisa tidur,perpustakaan
pengelolaan sekarang sdh berubah bersih dan gerak cepat gercep,kantin
satpam baik dan ramah,ukk
harga makanan kantin terlalu mahal,kantin
kantin agak pengap,kantin
internet kurang cepat,puskom
tempat yang bersih dan rapi disertai dengan fasilitas komputer yang dimiliki juga lengkap bagus,puskom
pelayanan pegawai puskom yang ramah,puskom
pengawasan yg ada bagus,ukk
tempat parkir mencukupi tp kurang bersih,ukk
pelayanan obat yang cepat dan bagus,poliklinik
memberikan pelayanan terbaik dengan memperhatikan orang yang sakit dengan baik,poliklinik
fasilitas kesehatan yang ada bagus layak,poliklinik
pelayanan baak ramah dan cepat namun kadang slow respon di dalam sosial media,baak
ada beberapa yg kurang higienis,kantin
banyak jenisnya harga terjangkau bagi mahasiswa,kantin
fasilitas print sdh cukup baik,puskom
saat menjadi panitia meminjam ruang ckp susah,uppk
parkir di anta kurang aman perlu cctv,ukk
pelayanan saat mengikuti pkm ckp lambat informasinya,baka
skkk keluarnya terlalu lama,baka
kantin terlalu panas,kantin
buku sudah cukup lengkap,perpustakaan
tempat parkir yang terlalu jauh dan shuttle tidak banyak,ukk
banyak virus dan spek yang kurang mendukung untuk programnya yang berat,puskom
terkadang mengurus kp sangat susah dan pengurusnya tidak peduli,baka
tempat buku kurang jelas dan kurang tertata,perpustakaan
makanan kantin jenis makanan kurang,kantin
komputer pada puskom dan lemot dan banyak virusnya kalau bisa tolong di upgrade peralatannya,puskom
untuk sekarang pelayanan ukk sangat berguna mengawasi dan petugasnya baik,ukk
kurang cepat dalam menangani pasien,poliklinik
obat yang diberikan benar dan gratis,poliklinik
kadang petugas istirahat sebelum sesudah waktu istirahat jadi jika ingin mengurus sesuatu agak lama,baka
website perpustakaan sudah bagus tapi ui user interface nya mungkin bisa lebih diperbaiki agar user lebih mudah mengerti,perpustakaan
tempat membacanya nyaman,perpustakaan
kantin jenis pilihan makanannya kurang kantin hanya beberapa saja yang enak kantin yang terbaik,kantin
wifi di petra di area gedung sering tiba tiba putus sambungannya atau tidak bisa digunakan,puskom
shuttle gedung kadang tidak ada ditunggu sangat lama tapi tidak ada meskipun masih jam kerja,ukk
pelayanan untuk proses pembuatan ktm sudah baik dan cukup mudah,baak
terkadang ada buku yang di katalog tertulis ada tersedia tetapi saat dicari tidak ada,perpustakaan
makanan di kantin kurang enak tapi untuk pelayanan di setiap kantin sudah cukup baik,kantin
layanan puskom sudah baik wifi tiap gedung masih ada yang bermasalah,puskom
kalau bisa proses approval peminjaman ruangan bisa lebih cepat,uppk
ukk lebih tanggap dan koordinasi dengan security lebih diperjelas,ukk
poliklinik jauh dan diujung,poliklinik
perpustakaan sudah baik kalau bisa koleksinya ditambah,perpustakaan
layanan baka sudah baik kalau bisa semua format proposal ra dan lpj semua lk disamakan,baka
kantin kalau bisa ada yang salah satu buka sampai sore,kantin
pelayanan sudah baik dengan memberi fasilitas mahasiswa berupa fotokopi dan lainnya,puskom
pelayanan sudah baik peminjaman barang ruangan mudah dan lancar,uppk
layanan parkir dan keamanan sudah cukup baik meskipun sering tidak cukup parkirannya,ukk
pelayanan pengurusan ktm cepat dan mudah,baak
perpustakaan sangat baik dan lengkap koleksi bukunya,perpustakaan
kantin sudah punya banyak variasi menu mungkin untuk kantin ditambah menunya,kantin
pelayanan cepat dan ramah wifi terkadang sulit untuk diraih tidak bisa connect,puskom
shuttle kalau jam keatas sudah tdk ada padahal kelas masih ada,ukk
tempat parkir luas tiket kalo habis lama ngurusnya jadi buat macet,ukk
agak membingungkan sistem pelayanannya ribet tempatnya dibelakang jadi jarang ada yang tau,poliklinik
tempat dingin bean bag bau ramah staffnya lokernya banyak tapi ada yang terlalu kecil barcode scan agak sulit untuk digunakan,perpustakaan
kantin sudah banyak pilihan tapi kantin tidak enak kalau hujan besar kena basahnya,kantin
fasilitas puskom sudah sangat baik hanya saja ada jam tertentu yg membuat mahasiswa tidak bisa pakai,puskom
pelayanan dokter sudah sangat baik hanya saja kadang mengantri cukup lama bersama warga siwalankerto,poliklinik
sudah baik namun ada beberapa orang petugas yg tidak nice dalam memberikan pelayanan,baka
ada dokter kadang asal dalam mendiagnosa hanya lihat pasien dari jarak meter minim komen pertanyaan tapi lupa nama,poliklinik
permintaan pengajuan skkk dangat lambat request mei baru keluar feb itupun masih salah,baka
prosesi skkk tidak didahulukan yang mengumpulkan dahulu,baka
kantin harga makanannya mahal dan kualitasnya dgn,kantin
internet uk petra gedung tidak bisa konek di hp,puskom
skkk keluar cenderung lama,baka
sistem pinjam meminjam buku efektif,perpustakaan
kantin kotor ada sarang burung dan banyak kotoran burung,kantin
ruang laptop di puskom ged tempatnya kurang luas untuk lewat agak berdesakan,puskom
peminjaman barang dan ruangan cepat,uppk
penjaga tempat parkir motor di ged terkadang hanya orang,ukk
skkk terkadang lambat dikeluarkan,baka
informasi akademik yang diberikan cukup jelas sehingga pelayanan cukup cepat,baak
jika perpustakaan cukup ramai tas sering habis,perpustakaan
hasil cucian sendok garpu kurang bersih,kantin
untuk puskom di gedung untuk ruangan laptop terlalu sempit,puskom
peminjaman ruangan mudah dan cepat,uppk
untuk layanan parkir mobil di gedung cuma dijaga oleh orang seharusnya dua orang agar dapat dibagi untuk kendaraan masuk dan keluar,ukk
untuk pelayanan poliklinik cepat dan obat yang diberikan cukup ampuh,poliklinik
skkk terkadang lambat keluar,baka
informasi seputar data akademik yang diberikan jelas layanan bagus,baak
tas perpustakaan cepat habis jika ramai,perpustakaan
hasil cucian seperti sendok maupun piring ada yang kurang bersih,kantin
mudah untuk seluruh mahasiswa mendapatkan beasiswa tidak dipersulit sama sekali,baka
jika masuk puskom tas tidak perlu ditaruh loker,puskom
sudah baik perlu ditambah tempat utk ruang laptop,puskom
parkiran motor kurang nyaman,ukk
ht untuk dipinjam kurang,uppk
untuk kantin harga terlalu mahal tidak sebanding dengan kantin lainnya,kantin
ada beberapa meja kelas yg rusak,uppk
sudah baik jika ktm hilang pembuatan cepat,baak
buku tertata dgn baik jadi mencari buku bisa mudah,perpustakaan
wifi nya kadang lemot tolong diperbaiki,puskom
diperbanyak lagi fasilitasnya seperti ht,uppk
lebih diperketat lagi dalam penjagaan tempat parkir,ukk
layanannya sudah baik dalam penggunaan aplikasi yang berada di sim,baak
layanan ini sudah sangat baik terutama pada layanan kehilangan ktm,baak
kalau bisa di perpustakaan diperbolehkan membawa minuman dan makanan ringan serta tingkatkan kebersihannya,perpustakaan
cuaca di siang hari terkadang masih panas jadi minta tolong agar diperbanyak lagi kipas anginnya,kantin
wifi jarang konek karena lemot,puskom
galonnya direfill cepet karna sering habis,uppk
toilet gedung lantai sering kotor,uppk
lift gedung suka error,uppk
parkiran mobil dan buat mahasiswa karena dosennya kan gak terlalu banyak,ukk
dulu saat sma daftar di sim data saya salah dan tertukar dengan orang lain,baak
di mahal murah mantap,kantin
wifi lemot ditingkatkan lagi kualitas kecepatan wifi,puskom
service pinjam ruang ditingkatkan,uppk
lapangan parkir diperluas lagi,ukk
layanan skkk diberitahu dengan tepat,baka
tempatnya nyaman enak dibuat istirahat,perpustakaan
kualitas makanan sama namun kadang ada yang lebih mahal,kantin
fasilitas print yang dibutuhkan di gedung fakultas teknik dan desain tidak tersedia,puskom
komputernya jadul,puskom
parkir selain tidak ada counter atau portalnya,ukk
buka apotek apotek di gedung gedung,poliklinik
pengecekkan proposal kurang teliti sehingga terjadi kesalahan di tengah kegiatan karena dianggap sudah lulus pengecekkan oleh baka,baka
